game_id, p1            , p2              , p3              , p4
   2571, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2574, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2572, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2573, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2575, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2576, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2577, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2578, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2583, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2579, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2580, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2581, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2582, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2584, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2585, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2587, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2588, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2586, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2589, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2590, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2592, Heuristic     , ISMCTS-PUCT     , ISMCTS-History  , ISMCTS-Basic
   2591, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2593, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2594, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2595, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2596, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2598, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2599, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2597, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2600, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2601, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2603, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2602, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2604, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2605, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2606, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2607, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2610, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2608, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2609, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2611, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2612, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2613, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2617, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2614, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2616, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2618, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2615, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2620, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2619, Heuristic     , ISMCTS-PUCT     , ISMCTS-History  , ISMCTS-Basic
   2623, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2622, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2621, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2624, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2626, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2625, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2628, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2629, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2630, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2627, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2631, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2633, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2635, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2632, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2634, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2636, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2637, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2639, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2638, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2640, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2641, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2642, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2644, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2643, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2645, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2648, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2647, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2649, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2646, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2650, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2651, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2654, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2655, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2652, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2657, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2656, Heuristic     , ISMCTS-PUCT     , ISMCTS-History  , ISMCTS-Basic
   2653, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2659, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2658, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2661, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2660, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2665, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2664, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2663, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2666, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2662, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2667, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2670, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2669, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2671, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2673, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2668, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2672, Heuristic     , ISMCTS-PUCT     , ISMCTS-History  , ISMCTS-Basic
   2674, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2675, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2677, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2678, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2680, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2676, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2679, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2682, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2681, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2683, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2684, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2685, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2686, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2689, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2688, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2690, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2687, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2691, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2692, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2693, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2695, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2694, Heuristic     , ISMCTS-PUCT     , ISMCTS-History  , ISMCTS-Basic
   2696, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2697, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2700, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2698, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2701, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2699, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2705, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2702, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2703, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2704, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2708, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2706, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2707, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2709, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2710, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2711, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2712, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2714, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2716, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2713, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2715, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2717, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2718, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2719, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2720, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2721, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2722, Heuristic     , ISMCTS-PUCT     , ISMCTS-History  , ISMCTS-Basic
   2723, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2725, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2724, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2727, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2726, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2728, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2730, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2729, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2733, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2731, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2732, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2734, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2736, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2738, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2735, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2739, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2741, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2737, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2740, Heuristic     , ISMCTS-PUCT     , ISMCTS-History  , ISMCTS-Basic
   2742, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2743, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2746, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2744, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2745, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2747, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2748, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2749, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2750, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2751, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2752, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2755, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2753, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2754, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2757, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2756, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2759, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2760, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2758, Heuristic     , ISMCTS-PUCT     , ISMCTS-History  , ISMCTS-Basic
   2762, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2761, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2763, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2765, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2766, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2767, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2764, Heuristic     , ISMCTS-PUCT     , ISMCTS-History  , ISMCTS-Basic
   2768, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2769, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2770, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2771, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2772, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2775, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2773, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2774, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2777, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2776, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2778, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2779, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2780, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2783, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2781, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2782, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2785, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2784, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2786, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2791, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2787, Heuristic     , ISMCTS-History  , ISMCTS-PUCT     , ISMCTS-Basic
   2788, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2792, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2790, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2789, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2793, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2795, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2796, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2794, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2801, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2798, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2797, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2800, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2799, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2803, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2802, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2805, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2804, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2806, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2807, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2808, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2809, Heuristic     , ISMCTS-History  , ISMCTS-PUCT     , ISMCTS-Basic
   2814, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2811, Heuristic     , ISMCTS-PUCT     , ISMCTS-History  , ISMCTS-Basic
   2810, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2812, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2813, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2816, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2815, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2818, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2817, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2822, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2821, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2820, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2819, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2824, Heuristic     , ISMCTS-History  , ISMCTS-PUCT     , ISMCTS-Basic
   2825, Heuristic     , ISMCTS-PUCT     , ISMCTS-History  , ISMCTS-Basic
   2823, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2826, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2827, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2829, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2830, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2828, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2831, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2832, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2833, Heuristic     , ISMCTS-PUCT     , ISMCTS-History  , ISMCTS-Basic
   2835, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2834, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2836, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2838, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2839, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2837, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2840, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2841, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2842, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2844, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2843, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2845, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2846, Heuristic     , ISMCTS-History  , ISMCTS-PUCT     , ISMCTS-Basic
   2848, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2847, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2850, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2849, Heuristic     , ISMCTS-History  , ISMCTS-PUCT     , ISMCTS-Basic
   2852, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2851, Heuristic     , ISMCTS-History  , ISMCTS-PUCT     , ISMCTS-Basic
   2855, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2853, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2856, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2854, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2858, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2857, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2859, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2860, Heuristic     , ISMCTS-PUCT     , ISMCTS-History  , ISMCTS-Basic
   2861, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2864, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2863, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2862, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2865, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2866, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2868, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2867, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2869, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2870, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2871, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2872, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
   2873, Heuristic     , ISMCTS-History  , ISMCTS-PUCT     , ISMCTS-Basic
   2874, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2876, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2877, Heuristic     , ISMCTS-History  , ISMCTS-PUCT     , ISMCTS-Basic
   2875, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2879, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2881, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2878, ISMCTS-History, ISMCTS-PUCT     , Heuristic       , ISMCTS-Basic
   2882, ISMCTS-History, Heuristic       , ISMCTS-PUCT     , ISMCTS-Basic
   2880, ISMCTS-PUCT   , ISMCTS-History  , Heuristic       , ISMCTS-Basic
   2883, ISMCTS-PUCT   , Heuristic       , ISMCTS-History  , ISMCTS-Basic
